発注GP,部門コード,部門名,物流コード,店舗コード,平均売価,販売数,売上金額
ＡＳＰ,975210,エアレジ本体,861,094,15954.806451,462,3205480.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,094,12628.25,81,1140591.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,256,12305.12,81,923238.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,259,12607.19178,136,1404874.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,289,13011.420382,1570,21795192.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,331,13586.0,6,69420.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,543,10022.0,2,20044.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,736,10135.4,36,340272.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,737,11686.5,215,2586918.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,738,8151.0,7,58048.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,754,8836.75,8,77595.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,809,23619.0,2,47238.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,879,18808.92,54,874896.0
ＤＯＳ／Ｖパーツ,341024,ＨＤＤ２．５ＳＡＴＡ（バルク）,861,253,14554.264705,100,1418120.0
ＤＯＳ／Ｖパーツ,341024,ＨＤＤ２．５ＳＡＴＡ（バルク）,861,256,11061.68421,21,227538.0
ＤＯＳ／Ｖパーツ,341024,ＨＤＤ２．５ＳＡＴＡ（バルク）,861,259,12206.833333,70,879863.0
ＤＯＳ／Ｖパーツ,341024,ＨＤＤ２．５ＳＡＴＡ（バルク）,861,268,9000.6,9,87760.0
ＤＯＳ／Ｖパーツ,341024,ＨＤＤ２．５ＳＡＴＡ（バルク）,861,289,13979.007575,417,4720847.0
ＤＯＳ／Ｖパーツ,341024,ＨＤＤ２．５ＳＡＴＡ（バルク）,861,737,8448.037037,45,333011.0
ＤＯＳ／Ｖパーツ,341024,ＨＤＤ２．５ＳＡＴＡ（バルク）,861,754,55490.0,2,110980.0
ＤＯＳ／Ｖパーツ,341024,ＨＤＤ２．５ＳＡＴＡ（バルク）,861,809,9763.0,5,48815.0
ＤＯＳ／Ｖパーツ,341025,ＮＡＮＤ２．５ＨＤＤ（バルク）,861,094,17871.029411,58,975585.0
ＤＯＳ／Ｖパーツ,341025,ＮＡＮＤ２．５ＨＤＤ（バルク）,861,240,15465.0,1,15465.0
ＤＯＳ／Ｖパーツ,341025,ＮＡＮＤ２．５ＨＤＤ（バルク）,861,253,14284.8,11,158907.0
ＤＯＳ／Ｖパーツ,341025,ＮＡＮＤ２．５ＨＤＤ（バルク）,861,268,9251.333333,7,64385.0
ＤＯＳ／Ｖパーツ,341025,ＮＡＮＤ２．５ＨＤＤ（バルク）,861,879,16867.888888,-1,92554.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,240,21264.066666,57,1261524.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,253,15824.581632,142,2339462.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,256,16971.318181,29,587314.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,259,17007.0,68,1115981.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,289,16833.988549,424,6677392.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,485,15901.6,12,130396.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,514,16194.0,5,81386.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,531,4298.0,1,4298.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,543,8893.5,2,17787.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,757,7765.0,5,38825.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,758,8445.0,1,8445.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,845,12527.5,2,25055.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,846,17131.609756,92,1467893.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,876,7765.0,1,7765.0
ＤＯＳ／Ｖパーツ,341060,ＮＡＳ,861,240,12679.0,3,38037.0
ＤＯＳ／Ｖパーツ,341060,ＮＡＳ,861,253,32550.666666,3,97652.0
ＤＯＳ／Ｖパーツ,341060,ＮＡＳ,861,579,26330.0,1,26330.0
ＤＯＳ／Ｖパーツ,341060,ＮＡＳ,861,613,12527.333333,3,37582.0
ＤＯＳ／Ｖパーツ,341060,ＮＡＳ,861,738,16542.263157,26,409534.0
ＤＯＳ／Ｖパーツ,341060,ＮＡＳ,861,842,28196.0,5,140980.0
ＤＯＳ／Ｖパーツ,341060,ＮＡＳ,861,845,17507.625,9,159501.0
ＤＯＳ／Ｖパーツ,341060,ＮＡＳ,861,846,24935.142857,18,432271.0
ＤＯＳ／Ｖパーツ,341060,ＮＡＳ,861,879,29710.5,6,178263.0
ＤＯＳ／Ｖパーツ,341070,Ｐ・ＳＳＤ,861,094,29972.625,7,229197.0
ＤＯＳ／Ｖパーツ,341070,Ｐ・ＳＳＤ,861,268,95904.0,1,95904.0
ＤＯＳ／Ｖパーツ,341070,Ｐ・ＳＳＤ,861,566,16718.0,1,16718.0
ＤＯＳ／Ｖパーツ,341070,Ｐ・ＳＳＤ,861,737,22795.0,3,68385.0
ＤＯＳ／Ｖパーツ,341070,Ｐ・ＳＳＤ,861,879,33908.333333,5,192866.0
ＤＯＳ／Ｖパーツ,343060,ＤＶＤマルチ（バルク）,861,253,2132.066666,25,51631.0
ＤＯＳ／Ｖパーツ,343060,ＤＶＤマルチ（バルク）,861,256,1965.0,23,45195.0
ＤＯＳ／Ｖパーツ,343060,ＤＶＤマルチ（バルク）,861,259,1965.0,30,58950.0
ＡＳＰ,975210,エアレジ本体,861,842,10163.263157,180,685578.0
ＡＳＰ,975210,エアレジ本体,861,845,3218.0,10,32180.0
ＡＳＰ,975210,エアレジ本体,861,846,7173.405405,57,282696.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,240,7311.25,6,45530.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,253,11954.318181,425,4364119.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,268,11379.25,46,473661.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,757,18730.333333,6,99325.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,842,13120.444444,12,160052.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,845,14290.75,5,73773.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,846,12458.431818,63,831256.0
ＤＯＳ／Ｖパーツ,341022,ＨＤＤ３．５ＳＡＴＡ（バルク）,861,876,17093.8,10,261204.0
ＤＯＳ／Ｖパーツ,341024,ＨＤＤ２．５ＳＡＴＡ（バルク）,861,094,14745.928571,46,663326.0
ＤＯＳ／Ｖパーツ,341024,ＨＤＤ２．５ＳＡＴＡ（バルク）,861,240,12869.6,38,532736.0
ＤＯＳ／Ｖパーツ,341024,ＨＤＤ２．５ＳＡＴＡ（バルク）,861,331,14342.0,2,28684.0
ＤＯＳ／Ｖパーツ,341024,ＨＤＤ２．５ＳＡＴＡ（バルク）,861,543,6469.0,1,6469.0
ＤＯＳ／Ｖパーツ,341024,ＨＤＤ２．５ＳＡＴＡ（バルク）,861,736,6469.0,2,12938.0
ＤＯＳ／Ｖパーツ,341024,ＨＤＤ２．５ＳＡＴＡ（バルク）,861,738,6591.333333,6,40282.0
ＤＯＳ／Ｖパーツ,341024,ＨＤＤ２．５ＳＡＴＡ（バルク）,861,842,19638.2,13,245413.0
ＤＯＳ／Ｖパーツ,341024,ＨＤＤ２．５ＳＡＴＡ（バルク）,861,846,14850.1,24,361336.0
ＤＯＳ／Ｖパーツ,341024,ＨＤＤ２．５ＳＡＴＡ（バルク）,861,879,17153.416666,21,431209.0
ＤＯＳ／Ｖパーツ,341025,ＮＡＮＤ２．５ＨＤＤ（バルク）,861,256,8672.0,2,17344.0
ＤＯＳ／Ｖパーツ,341025,ＮＡＮＤ２．５ＨＤＤ（バルク）,861,259,31060.0,1,31060.0
ＤＯＳ／Ｖパーツ,341025,ＮＡＮＤ２．５ＨＤＤ（バルク）,861,289,18028.441176,105,1833393.0
ＤＯＳ／Ｖパーツ,341025,ＮＡＮＤ２．５ＨＤＤ（バルク）,861,543,23559.5,2,47119.0
ＤＯＳ／Ｖパーツ,341025,ＮＡＮＤ２．５ＨＤＤ（バルク）,861,736,16858.933333,19,314744.0
ＤＯＳ／Ｖパーツ,341025,ＮＡＮＤ２．５ＨＤＤ（バルク）,861,737,22135.866666,21,425941.0
ＤＯＳ／Ｖパーツ,341025,ＮＡＮＤ２．５ＨＤＤ（バルク）,861,738,8877.0,3,26631.0
ＤＯＳ／Ｖパーツ,341025,ＮＡＮＤ２．５ＨＤＤ（バルク）,861,842,13640.0,7,97305.0
ＤＯＳ／Ｖパーツ,341025,ＮＡＮＤ２．５ＨＤＤ（バルク）,861,846,21961.346153,40,773272.0
ＤＯＳ／Ｖパーツ,341025,ＮＡＮＤ２．５ＨＤＤ（バルク）,861,876,15465.0,1,15465.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,094,16028.775862,76,1116246.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,268,11585.0,61,535602.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,736,16895.884615,57,735927.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,737,14134.574468,92,1061001.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,738,8445.0,12,101340.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,754,15638.0,3,46914.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,842,16050.0,12,201297.0
ＤＯＳ／Ｖパーツ,341027,ＨＤＤその他（バルク）,861,879,18250.28125,71,1189464.0
ＤＯＳ／Ｖパーツ,341060,ＮＡＳ,861,094,31412.576923,28,889734.0
ＤＯＳ／Ｖパーツ,341060,ＮＡＳ,861,256,16912.0,1,16912.0
ＤＯＳ／Ｖパーツ,341060,ＮＡＳ,861,268,66744.0,1,66744.0
ＤＯＳ／Ｖパーツ,341060,ＮＡＳ,861,289,103928.0,3,398756.0
ＤＯＳ／Ｖパーツ,341060,ＮＡＳ,861,543,14044.111111,12,168688.0
ＤＯＳ／Ｖパーツ,341060,ＮＡＳ,861,736,19032.5,18,334111.0
ＤＯＳ／Ｖパーツ,341060,ＮＡＳ,861,737,20032.125,12,242939.0
ＤＯＳ／Ｖパーツ,341060,ＮＡＳ,861,754,28490.0,2,56980.0
ＤＯＳ／Ｖパーツ,341070,Ｐ・ＳＳＤ,861,240,18295.0,1,18295.0
ＤＯＳ／Ｖパーツ,341070,Ｐ・ＳＳＤ,861,253,30024.0,5,135000.0
ＤＯＳ／Ｖパーツ,341070,Ｐ・ＳＳＤ,861,289,36050.0,5,122254.0
ＤＯＳ／Ｖパーツ,341070,Ｐ・ＳＳＤ,861,846,45862.0,4,183448.0
ＤＯＳ／Ｖパーツ,343060,ＤＶＤマルチ（バルク）,861,094,1965.0,17,33405.0
ＤＯＳ／Ｖパーツ,343060,ＤＶＤマルチ（バルク）,861,842,1965.0,2,3930.0
ＤＯＳ／Ｖパーツ,343130,ブルーレイディスクドライブ（バルク）,861,094,10821.333333,3,32464.0
ＤＯＳ／Ｖパーツ,343130,ブルーレイディスクドライブ（バルク）,861,240,12744.0,1,12744.0
ＤＯＳ／Ｖパーツ,343130,ブルーレイディスクドライブ（バルク）,861,736,7873.0,4,31492.0
ＤＯＳ／Ｖパーツ,343130,ブルーレイディスクドライブ（バルク）,861,879,16718.0,1,16718.0
ＤＯＳ／Ｖパーツ,343060,ＤＶＤマルチ（バルク）,861,289,2247.935483,97,198123.0
ＤＯＳ／Ｖパーツ,343060,ＤＶＤマルチ（バルク）,861,737,1965.0,4,7860.0
ＤＯＳ／Ｖパーツ,343060,ＤＶＤマルチ（バルク）,861,846,1965.0,8,15720.0
ＤＯＳ／Ｖパーツ,343130,ブルーレイディスクドライブ（バルク）,861,253,10188.857142,7,71322.0
ＤＯＳ／Ｖパーツ,343130,ブルーレイディスクドライブ（バルク）,861,259,9777.333333,3,29332.0
ＤＯＳ／Ｖパーツ,343130,ブルーレイディスクドライブ（バルク）,861,289,14122.487804,59,836761.0
ＤＯＳ／Ｖパーツ,343130,ブルーレイディスクドライブ（バルク）,861,543,7873.0,1,7873.0
ＤＯＳ／Ｖパーツ,343130,ブルーレイディスクドライブ（バルク）,861,846,14752.4,5,73762.0
ＤＯＳ／Ｖパーツ,345090,その他ＰＣドライブ（バルク）,861,253,1771.0,2,3542.0
ＤＯＳ／Ｖパーツ,345090,その他ＰＣドライブ（バルク）,861,842,2322.0,1,2322.0
ＤＯＳ／Ｖパーツ,345090,その他ＰＣドライブ（バルク）,861,846,1522.5,2,3045.0
ＤＯＳ／Ｖパーツ,363160,ゲーミングマザーボード,861,253,19736.666666,5,95060.0
ＤＯＳ／Ｖパーツ,363160,ゲーミングマザーボード,861,256,22267.666666,6,133606.0
ＤＯＳ／Ｖパーツ,363160,ゲーミングマザーボード,861,259,23528.6,5,117643.0
ＤＯＳ／Ｖパーツ,363160,ゲーミングマザーボード,861,289,21945.576687,189,4302282.0
ＤＯＳ／Ｖパーツ,363160,ゲーミングマザーボード,861,737,17151.157894,15,265308.0
ＤＯＳ／Ｖパーツ,364010,マザーボード,861,094,15185.17647,17,258148.0
ＤＯＳ／Ｖパーツ,364010,マザーボード,861,240,17982.0,1,17982.0
ＤＯＳ／Ｖパーツ,364011,ＡＴＸ,861,253,18820.857142,7,131746.0
ＤＯＳ／Ｖパーツ,364011,ＡＴＸ,861,256,11696.0,2,23392.0
ＤＯＳ／Ｖパーツ,364011,ＡＴＸ,861,259,21288.777777,9,191599.0
ＤＯＳ／Ｖパーツ,364011,ＡＴＸ,861,289,19796.014925,81,1617851.0
ＤＯＳ／Ｖパーツ,364011,ＡＴＸ,861,737,10858.333333,13,144390.0
ＤＯＳ／Ｖパーツ,364015,マザーボードオプション,861,289,10838.90909,10,107586.0
ＤＯＳ／Ｖパーツ,364019,その他マザーボード,861,240,10400.0,-1,-10400.0
ＤＯＳ／Ｖパーツ,364019,その他マザーボード,861,253,18122.0,1,18122.0
ＤＯＳ／Ｖパーツ,364019,その他マザーボード,861,876,17010.0,1,17010.0
ＤＯＳ／Ｖパーツ,364020,グラフィックボード,861,253,21528.4,7,123086.0
ＤＯＳ／Ｖパーツ,364020,グラフィックボード,861,268,7038.5,5,35454.0
ＤＯＳ／Ｖパーツ,364020,グラフィックボード,861,846,7196.0,5,36610.0
ＤＯＳ／Ｖパーツ,364020,グラフィックボード,861,876,6933.0,2,13866.0
ＤＯＳ／Ｖパーツ,364030,サウンドボード,861,253,7791.875,9,64689.0
ＤＯＳ／Ｖパーツ,364030,サウンドボード,861,256,4670.5,5,26804.0
ＤＯＳ／Ｖパーツ,364030,サウンドボード,861,259,7887.444444,9,70987.0
ＤＯＳ／Ｖパーツ,364030,サウンドボード,861,289,9758.0,13,126854.0
ＤＯＳ／Ｖパーツ,364030,サウンドボード,861,485,4579.0,1,4579.0
ＤＯＳ／Ｖパーツ,364030,サウンドボード,861,543,16325.666666,2,29300.0
ＤＯＳ／Ｖパーツ,364030,サウンドボード,861,845,8301.333333,3,24904.0
ＤＯＳ／Ｖパーツ,364030,サウンドボード,861,846,10385.111111,18,186932.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,253,10483.735294,37,387140.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,256,9340.555555,19,176457.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,259,9790.875,27,263622.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,289,13017.807692,27,343150.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,480,7176.5,2,14353.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,637,12538.0,1,12538.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,737,9787.904761,51,468989.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,845,21020.0,3,63060.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,876,4222.0,1,4222.0
ＤＯＳ／Ｖパーツ,364080,その他ボード,861,253,2489.0,2,4978.0
ＤＯＳ／Ｖパーツ,364080,その他ボード,861,268,5270.0,2,10540.0
ＤＯＳ／Ｖパーツ,364080,その他ボード,861,543,13251.0,2,26502.0
ＤＯＳ／Ｖパーツ,364080,その他ボード,861,737,3535.0,3,10605.0
ＤＯＳ／Ｖパーツ,364080,その他ボード,861,754,13014.0,1,13014.0
ＤＯＳ／Ｖパーツ,364080,その他ボード,861,842,3175.0,1,3175.0
ＤＯＳ／Ｖパーツ,364080,その他ボード,861,845,4680.0,2,9360.0
ＤＯＳ／Ｖパーツ,364080,その他ボード,861,846,5305.0,4,21220.0
ＤＯＳ／Ｖパーツ,364080,その他ボード,861,879,6652.5,7,39375.0
ＤＯＳ／Ｖパーツ,345090,その他ＰＣドライブ（バルク）,861,094,2322.0,5,11610.0
ＤＯＳ／Ｖパーツ,345090,その他ＰＣドライブ（バルク）,861,259,2322.0,1,2322.0
ＤＯＳ／Ｖパーツ,345090,その他ＰＣドライブ（バルク）,861,289,2322.0,1,2322.0
ＤＯＳ／Ｖパーツ,345090,その他ＰＣドライブ（バルク）,861,737,1220.0,1,1220.0
ＤＯＳ／Ｖパーツ,363160,ゲーミングマザーボード,861,094,19126.933333,28,539400.0
ＤＯＳ／Ｖパーツ,363160,ゲーミングマザーボード,861,240,22286.0,24,572278.0
ＤＯＳ／Ｖパーツ,363160,ゲーミングマザーボード,861,736,17579.0,7,123053.0
ＤＯＳ／Ｖパーツ,363160,ゲーミングマザーボード,861,738,23034.333333,6,138206.0
ＤＯＳ／Ｖパーツ,363160,ゲーミングマザーボード,861,842,21059.888888,8,177238.0
ＤＯＳ／Ｖパーツ,363160,ゲーミングマザーボード,861,845,30909.0,2,61818.0
ＤＯＳ／Ｖパーツ,363160,ゲーミングマザーボード,861,846,19077.142857,22,414984.0
ＤＯＳ／Ｖパーツ,363160,ゲーミングマザーボード,861,879,16876.666666,3,50630.0
ＤＯＳ／Ｖパーツ,364010,マザーボード,861,253,15162.95238,21,316726.0
ＤＯＳ／Ｖパーツ,364010,マザーボード,861,256,11830.0,5,59150.0
ＤＯＳ／Ｖパーツ,364010,マザーボード,861,259,15542.380952,22,356770.0
ＤＯＳ／Ｖパーツ,364010,マザーボード,861,289,17258.265193,219,3523892.0
ＤＯＳ／Ｖパーツ,364010,マザーボード,861,737,14910.2,8,122794.0
ＤＯＳ／Ｖパーツ,364010,マザーボード,861,842,31811.0,2,63622.0
ＤＯＳ／Ｖパーツ,364010,マザーボード,861,845,13420.666666,3,40262.0
ＤＯＳ／Ｖパーツ,364010,マザーボード,861,846,16844.642857,12,176491.0
ＤＯＳ／Ｖパーツ,364010,マザーボード,861,879,24213.333333,8,169666.0
ＤＯＳ／Ｖパーツ,364011,ＡＴＸ,861,094,12610.5,6,75663.0
ＤＯＳ／Ｖパーツ,364011,ＡＴＸ,861,240,7937.666666,8,63566.0
ＤＯＳ／Ｖパーツ,364011,ＡＴＸ,861,736,10518.75,5,55650.0
ＤＯＳ／Ｖパーツ,364011,ＡＴＸ,861,738,7970.0,1,7970.0
ＤＯＳ／Ｖパーツ,364011,ＡＴＸ,861,842,12506.0,2,25012.0
ＤＯＳ／Ｖパーツ,364011,ＡＴＸ,861,846,10770.4,11,115674.0
ＤＯＳ／Ｖパーツ,364011,ＡＴＸ,861,879,12560.0,1,12560.0
ＤＯＳ／Ｖパーツ,364015,マザーボードオプション,861,240,7970.0,1,7970.0
ＤＯＳ／Ｖパーツ,364015,マザーボードオプション,861,253,7970.0,0,0.0
ＤＯＳ／Ｖパーツ,364019,その他マザーボード,861,094,10983.5,3,31741.0
ＤＯＳ／Ｖパーツ,364019,その他マザーボード,861,259,14261.0,2,28522.0
ＤＯＳ／Ｖパーツ,364019,その他マザーボード,861,289,13927.375,33,463798.0
ＤＯＳ／Ｖパーツ,364019,その他マザーボード,861,737,19036.333333,5,93353.0
ＤＯＳ／Ｖパーツ,364020,グラフィックボード,861,094,6933.0,2,13866.0
ＤＯＳ／Ｖパーツ,364020,グラフィックボード,861,256,40824.0,1,40824.0
ＤＯＳ／Ｖパーツ,364020,グラフィックボード,861,259,26256.0,8,210048.0
ＤＯＳ／Ｖパーツ,364020,グラフィックボード,861,289,34380.214285,15,539427.0
ＤＯＳ／Ｖパーツ,364020,グラフィックボード,861,736,7722.0,1,7722.0
ＤＯＳ／Ｖパーツ,364020,グラフィックボード,861,737,7144.0,3,20854.0
ＤＯＳ／Ｖパーツ,364020,グラフィックボード,861,842,7300.0,1,7300.0
ＤＯＳ／Ｖパーツ,364020,グラフィックボード,861,879,7722.0,1,7722.0
ＤＯＳ／Ｖパーツ,364030,サウンドボード,861,094,7893.388888,16,110113.0
ＤＯＳ／Ｖパーツ,364030,サウンドボード,861,268,4536.0,10,45360.0
ＤＯＳ／Ｖパーツ,364030,サウンドボード,861,736,5909.6,9,52832.0
ＤＯＳ／Ｖパーツ,364030,サウンドボード,861,737,7311.375,18,141454.0
ＤＯＳ／Ｖパーツ,364030,サウンドボード,861,738,11638.666666,6,69832.0
ＤＯＳ／Ｖパーツ,364030,サウンドボード,861,754,2106.0,1,2106.0
ＤＯＳ／Ｖパーツ,364030,サウンドボード,861,842,9760.0,7,68320.0
ＤＯＳ／Ｖパーツ,364030,サウンドボード,861,879,6447.333333,3,19342.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,094,9046.266666,45,396465.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,240,10301.090909,14,107424.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,268,17603.5,2,35207.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,485,13570.0,1,13570.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,543,11524.857142,7,80674.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,711,4687.0,1,4687.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,736,7612.8125,71,482811.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,738,14170.125,26,363882.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,842,11142.555555,27,304068.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,846,12682.24,65,781637.0
ＤＯＳ／Ｖパーツ,364050,ＴＶ・ビデオキャプチャボード,861,879,15033.888888,9,135305.0
ＤＯＳ／Ｖパーツ,364080,その他ボード,861,094,11826.0,2,23652.0
ＤＯＳ／Ｖパーツ,364080,その他ボード,861,240,6426.0,1,6426.0
ＤＯＳ／Ｖパーツ,364080,その他ボード,861,256,5540.0,1,5540.0
ＤＯＳ／Ｖパーツ,364080,その他ボード,861,289,4255.0,1,4255.0
ＤＯＳ／Ｖパーツ,364080,その他ボード,861,738,14180.0,1,14180.0
ＤＯＳ／Ｖパーツ,364090,その他ボード（バルク）,861,253,3672.0,2,7344.0
ＤＯＳ／Ｖパーツ,365011,ＤＴＰメモリ,861,094,10847.142857,8,114540.0
ＤＯＳ／Ｖパーツ,365011,ＤＴＰメモリ,861,846,32324.0,2,64648.0
ＤＯＳ／Ｖパーツ,365011,ＤＴＰメモリ,861,879,16415.5,5,75403.0
ＤＯＳ／Ｖパーツ,365012,ＮＯＴＥメモリ,861,253,8780.0,1,8780.0
ＤＯＳ／Ｖパーツ,365012,ＮＯＴＥメモリ,861,256,8780.0,1,8780.0
ＤＯＳ／Ｖパーツ,365012,ＮＯＴＥメモリ,861,876,10130.0,2,20260.0
ＤＯＳ／Ｖパーツ,365015,メモリ（バルク）,861,094,22141.0,8,176394.0
ＤＯＳ／Ｖパーツ,365033,ＤＤＲ２,861,289,18230.0,1,18230.0
ＤＯＳ／Ｖパーツ,365034,ＤＤＲ３,861,094,10388.2,25,222810.0
ＤＯＳ／Ｖパーツ,365034,ＤＤＲ３,861,736,16669.5,2,33339.0
ＤＯＳ／Ｖパーツ,365034,ＤＤＲ３,861,738,7484.0,5,34472.0
ＤＯＳ／Ｖパーツ,365034,ＤＤＲ３,861,842,16081.0,1,16081.0
ＤＯＳ／Ｖパーツ,365034,ＤＤＲ３,861,846,6960.5,5,35942.0
ＤＯＳ／Ｖパーツ,365034,ＤＤＲ３,861,879,18770.0,1,18770.0
ＤＯＳ／Ｖパーツ,365037,ＤＤＲ３ＮＯＴＥ,861,094,7824.333333,6,46946.0
ＤＯＳ／Ｖパーツ,365037,ＤＤＲ３ＮＯＴＥ,861,268,6685.0,2,13370.0
ＤＯＳ／Ｖパーツ,365037,ＤＤＲ３ＮＯＴＥ,861,485,4946.0,1,4946.0
ＤＯＳ／Ｖパーツ,365037,ＤＤＲ３ＮＯＴＥ,861,543,4946.0,1,4946.0
ＤＯＳ／Ｖパーツ,365037,ＤＤＲ３ＮＯＴＥ,861,736,8445.0,4,33780.0
ＤＯＳ／Ｖパーツ,365037,ＤＤＲ３ＮＯＴＥ,861,846,8247.333333,3,24742.0
ＤＯＳ／Ｖパーツ,365039,ＰＣメモリその他,861,240,16754.0,4,74864.0
ＤＯＳ／Ｖパーツ,365039,ＰＣメモリその他,861,253,17244.5,11,199990.0
ＤＯＳ／Ｖパーツ,365039,ＰＣメモリその他,861,480,24170.0,2,48340.0
ＤＯＳ／Ｖパーツ,365039,ＰＣメモリその他,861,842,12690.0,2,25380.0
ＤＯＳ／Ｖパーツ,365039,ＰＣメモリその他,861,846,10555.6,5,52778.0
ＤＯＳ／Ｖパーツ,365041,ＤＤＲ４,861,253,15403.058823,18,264692.0
ＤＯＳ／Ｖパーツ,365041,ＤＤＲ４,861,268,19774.333333,18,375314.0
ＤＯＳ／Ｖパーツ,365041,ＤＤＲ４,861,738,12700.0,3,38100.0
ＤＯＳ／Ｖパーツ,365041,ＤＤＲ４,861,757,21340.0,1,21340.0
ＤＯＳ／Ｖパーツ,365041,ＤＤＲ４,861,842,12333.0,0,734.0
