089,094,240,253,256,259,268,289,480,543,736,737,738,754,808,842,845,846,876,879,item_cd,store_cd,îÑâø,ì˙ït,î≠íçéc,à⁄ëóíÜ,ëçç›å…ó ,îÃîÑâ¬î\ç›å…
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-02-19,0.0,20.0,36.0,16.0
,1.0,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-02-20,0.0,20.0,34.0,14.0
,2.0,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-02-21,0.0,20.0,31.0,11.0
,,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-02-22,0.0,20.0,30.0,10.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-02-23,0.0,16.0,30.0,14.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-02-24,0.0,16.0,30.0,14.0
,,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-02-25,0.0,0.0,29.0,29.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-02-26,0.0,0.0,29.0,29.0
,1.0,,,,,,,,1.0,,,,,,,,,,,4547597993170,861,21373.0,2018-02-27,0.0,0.0,27.0,27.0
,2.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-02-28,0.0,0.0,23.0,23.0
,2.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-03-01,0.0,0.0,21.0,21.0
,1.0,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-03-02,0.0,0.0,19.0,19.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-03-03,0.0,0.0,19.0,19.0
,1.0,,,,,,1.0,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-03-04,0.0,0.0,15.0,15.0
,,,,,,,,1.0,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-03-05,0.0,0.0,14.0,14.0
,,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-03-06,0.0,0.0,13.0,13.0
,2.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-03-07,0.0,0.0,11.0,11.0
,,,,,,,,1.0,,,,,,,,,,,,4547597993170,861,21373.0,2018-03-08,0.0,0.0,10.0,10.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-03-09,0.0,0.0,10.0,10.0
,1.0,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-03-10,0.0,0.0,8.0,8.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-03-11,0.0,1.0,8.0,7.0
,2.0,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-03-12,6.0,0.0,12.0,6.0
,4.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-03-13,6.0,0.0,8.0,2.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-03-14,6.0,0.0,9.0,3.0
,,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-03-15,0.0,0.0,8.0,8.0
,4.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-03-16,6.0,0.0,8.0,2.0
,,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-03-17,6.0,2.0,8.0,0.0
,,,,,,,,,,,,,,,3.0,,,,,4547597993170,861,21373.0,2018-03-18,6.0,1.0,8.0,1.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-03-19,6.0,0.0,8.0,2.0
,2.0,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-03-20,0.0,7.0,13.0,6.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-03-21,0.0,0.0,13.0,13.0
,2.0,,,,,,1.0,,1.0,,,,,,,,,,,4547597993170,861,21373.0,2018-03-22,0.0,0.0,9.0,9.0
,,,,,,,,,,,,,,,6.0,,,,,4547597993170,861,21373.0,2018-03-23,0.0,1.0,4.0,3.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-03-24,0.0,8.0,12.0,4.0
,,,,,,,,1.0,,,,,,,,,,,,4547597993170,861,21373.0,2018-03-25,0.0,0.0,11.0,11.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-03-26,0.0,0.0,10.0,10.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-03-27,0.0,0.0,10.0,10.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-03-28,0.0,0.0,10.0,10.0
,2.0,,,,,,,,,,,,,,2.0,,,,,4547597993170,861,21373.0,2018-03-29,0.0,5.0,11.0,6.0
,0.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-03-30,0.0,0.0,11.0,11.0
,,,,,,,,,1.0,,,,,,,,,,,4547597993170,861,21373.0,2018-03-31,0.0,0.0,10.0,10.0
,1.0,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-04-01,0.0,0.0,8.0,8.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-04-02,0.0,0.0,8.0,8.0
,,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-04-03,0.0,0.0,12.0,12.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-04-04,0.0,0.0,12.0,12.0
,3.0,,,,,,,,1.0,,,,,,,,,,,4547597993170,861,21373.0,2018-04-05,24.0,0.0,36.0,12.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-04-06,24.0,0.0,35.0,11.0
,2.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-04-07,0.0,0.0,33.0,33.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-04-08,0.0,0.0,33.0,33.0
,3.0,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-04-09,0.0,0.0,29.0,29.0
,2.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-04-10,0.0,0.0,27.0,27.0
,,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-04-11,0.0,0.0,26.0,26.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-04-12,0.0,0.0,24.0,24.0
,2.0,,,,,,,,,,,,,,1.0,,,2.0,,4547597993170,861,21373.0,2018-04-13,0.0,0.0,20.0,20.0
,,,,,,,,,,,,,,,5.0,,,,,4547597993170,861,21373.0,2018-04-14,0.0,0.0,16.0,16.0
,,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-04-15,0.0,0.0,16.0,16.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-04-16,0.0,0.0,15.0,15.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-04-17,0.0,0.0,14.0,14.0
,,,,,,,2.0,,,,,,,,,,,,,4547597993170,861,21373.0,2018-04-18,0.0,0.0,13.0,13.0
,2.0,,,,,,,,,,,,,1.0,,,,,,4547597993170,861,21373.0,2018-04-19,0.0,0.0,9.0,9.0
,,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-04-20,0.0,0.0,10.0,10.0
,1.0,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-04-21,0.0,0.0,8.0,8.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-04-22,0.0,0.0,10.0,10.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-04-23,0.0,0.0,10.0,10.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-04-24,0.0,0.0,12.0,12.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-04-25,0.0,0.0,11.0,11.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-04-26,0.0,0.0,10.0,10.0
,,,,,,,,,1.0,,,,,,,,,,,4547597993170,861,21373.0,2018-04-27,0.0,0.0,9.0,9.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-04-28,0.0,0.0,9.0,9.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-04-29,0.0,0.0,8.0,8.0
,,,,,,,,,,,,,,,2.0,,,,,4547597993170,861,21373.0,2018-04-30,0.0,0.0,6.0,6.0
,,,,,,,,,1.0,,,,,,2.0,,,,,4547597993170,861,21373.0,2018-05-01,0.0,1.0,4.0,3.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-02,0.0,1.0,3.0,2.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-03,0.0,6.0,7.0,1.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-04,0.0,0.0,6.0,6.0
,1.0,,,,,,,,1.0,,,,,,,,,,,4547597993170,861,21373.0,2018-05-05,0.0,5.0,8.0,3.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-06,0.0,10.0,13.0,3.0
,4.0,,,,,,,,,,,,,,2.0,,,,,4547597993170,861,21373.0,2018-05-07,0.0,10.0,10.0,0.0
,,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-05-08,0.0,16.0,16.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-09,0.0,10.0,16.0,6.0
,1.0,,,,,,,1.0,1.0,,,,,,,,,,,4547597993170,861,21373.0,2018-05-10,0.0,8.0,16.0,8.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-11,0.0,5.0,13.0,8.0
,,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-05-12,0.0,0.0,12.0,12.0
,,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-05-13,0.0,0.0,11.0,11.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-14,0.0,0.0,10.0,10.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-15,0.0,0.0,9.0,9.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-16,0.0,0.0,9.0,9.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-17,0.0,0.0,9.0,9.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-18,0.0,0.0,9.0,9.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-19,0.0,0.0,8.0,8.0
,2.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-20,0.0,0.0,5.0,5.0
,1.0,,,,,,,1.0,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-05-21,0.0,3.0,6.0,3.0
,1.0,,,,,,4.0,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-05-22,0.0,3.0,4.0,1.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-23,0.0,3.0,12.0,9.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-24,0.0,3.0,12.0,9.0
,,,,,,,,,,,,,,,2.0,,,,,4547597993170,861,21373.0,2018-05-25,0.0,0.0,10.0,10.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-26,0.0,0.0,10.0,10.0
,,,,,,,,,,,,,,,2.0,,,,,4547597993170,861,21373.0,2018-05-27,0.0,0.0,8.0,8.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-28,0.0,0.0,7.0,7.0
,1.0,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-05-29,0.0,4.0,12.0,8.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-30,0.0,0.0,12.0,12.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-05-31,0.0,0.0,11.0,11.0
,1.0,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-06-01,0.0,0.0,10.0,10.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-06-02,0.0,0.0,10.0,10.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-06-03,0.0,0.0,10.0,10.0
,1.0,,,,,,,,2.0,,,,,,,,,,,4547597993170,861,21373.0,2018-06-04,0.0,0.0,7.0,7.0
,1.0,,,,,,,,,,,,,,2.0,,,,,4547597993170,861,21373.0,2018-06-05,0.0,0.0,4.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-06-06,0.0,5.0,9.0,4.0
,1.0,,,,,,1.0,,,,,,,,,,,,,4547597993170,861,21373.0,2018-06-07,0.0,1.0,8.0,7.0
,1.0,,,,,,,,1.0,,,,,,,,,,,4547597993170,861,21373.0,2018-06-08,0.0,1.0,7.0,6.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-06-09,0.0,2.0,8.0,6.0
,,,,,,,,,1.0,,,,,,,,,,,4547597993170,861,21373.0,2018-06-10,0.0,0.0,7.0,7.0
,,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-06-11,0.0,4.0,10.0,6.0
,,,,,,,,,1.0,,,,,,,,,,,4547597993170,861,21373.0,2018-06-12,0.0,0.0,9.0,9.0
,,,,,,,,,1.0,,,,,,,,,,,4547597993170,861,21373.0,2018-06-13,0.0,1.0,9.0,8.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-06-14,0.0,0.0,9.0,9.0
,4.0,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-06-15,0.0,2.0,5.0,3.0
,2.0,,,,,,,,,,,,,,2.0,,,,,4547597993170,861,21373.0,2018-06-16,0.0,1.0,2.0,1.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-06-17,0.0,15.0,17.0,2.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-06-18,0.0,6.0,17.0,11.0
,1.0,,,,,,,,1.0,,,,,,,,,,,4547597993170,861,21373.0,2018-06-19,0.0,6.0,15.0,9.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-06-20,0.0,6.0,14.0,8.0
,2.0,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-06-21,0.0,6.0,11.0,5.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-06-22,0.0,6.0,11.0,5.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-06-23,0.0,6.0,11.0,5.0
,,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-06-24,0.0,6.0,10.0,4.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-06-25,0.0,7.0,11.0,4.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-06-26,0.0,7.0,9.0,2.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-06-27,0.0,7.0,9.0,2.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-06-28,0.0,8.0,10.0,2.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-06-29,0.0,2.0,10.0,8.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-06-30,0.0,2.0,9.0,7.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-01,0.0,2.0,8.0,6.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-02,0.0,1.0,8.0,7.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-03,0.0,0.0,8.0,8.0
,,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-07-04,0.0,0.0,6.0,6.0
,1.0,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-07-05,0.0,0.0,5.0,5.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-06,0.0,0.0,5.0,5.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-07,0.0,0.0,4.0,4.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-08,0.0,0.0,2.0,2.0
,3.0,,,,,,,,,,,,,,,,,,1.0,4547597993170,861,21373.0,2018-07-09,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-10,0.0,4.0,4.0,0.0
,4.0,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-07-11,0.0,30.0,30.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-12,0.0,24.0,30.0,6.0
,3.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-13,0.0,24.0,27.0,3.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-14,0.0,24.0,26.0,2.0
,,,,,,,1.0,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-07-15,0.0,24.0,24.0,0.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-16,0.0,24.0,24.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-17,0.0,24.0,24.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-18,0.0,24.0,24.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-19,0.0,24.0,24.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-20,0.0,24.0,24.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-21,0.0,24.0,24.0,0.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-22,0.0,24.0,24.0,0.0
,1.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-23,0.0,24.0,24.0,0.0
,3.0,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-24,0.0,24.0,24.0,0.0
,4.0,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-07-25,0.0,24.0,24.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-26,6.0,24.0,30.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-27,6.0,24.0,30.0,0.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-28,0.0,24.0,30.0,6.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-29,0.0,24.0,30.0,6.0
,,,,,,,,,,,,,,,,,,,,4547597993170,861,21373.0,2018-07-30,0.0,20.0,30.0,10.0
,1.0,,,,,,,,,,,,,,1.0,,,,,4547597993170,861,21373.0,2018-07-31,0.0,16.0,30.0,14.0
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-01,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-02,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-03,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-04,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-05,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-06,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-07,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-08,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-09,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-10,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-11,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-12,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-13,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-14,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-15,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-16,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-17,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-18,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-19,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-20,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-21,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-22,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-23,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-24,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-25,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-26,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-27,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-28,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-29,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-30,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-08-31,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-01,,,,
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,,2017-09-02,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-02,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-03,,,,
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,,2017-09-04,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-04,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-05,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-06,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-07,,,,
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,,2017-09-08,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-08,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-09,,,,
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,,2017-09-10,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-10,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-11,,,,
,2.0,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,,2017-09-11,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-12,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-13,,,,
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,,2017-09-13,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-14,,,,
,,,,,,1.0,,,,,,,,,,,,,,4547597800850,861,,2017-09-14,,,,
,2.0,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,,2017-09-15,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-15,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-16,,,,
,1.0,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,,2017-09-16,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-17,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-18,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-19,,,,
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,,2017-09-19,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-20,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-21,,,,
,-1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,,2017-09-21,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-22,,,,
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,,2017-09-22,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-23,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-24,,,,
,,,,,,,,,,,,,,,2.0,,,,,4547597800850,861,,2017-09-24,,,,
,1.0,,,,,1.0,,,,,,,,,,,,,,4547597800850,861,,2017-09-25,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-25,,,,
,,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,,2017-09-26,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-26,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-27,,,,
,3.0,,,,,,,,,,,,,,,,,,,4547597800850,861,,2017-09-27,,,,
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,,2017-09-28,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-28,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-29,,,,
,,,,,,,,,,,,,,,,,,,1.0,4547597800850,861,,2017-09-29,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-09-30,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-01,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-02,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-03,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-04,,,,
,1.0,,,,,,,,,,,,,,,,,,,4547597800850,861,,2017-10-04,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-05,,,,
,6.0,,,,,,,,,,,,,,1.0,,,,,4547597800850,861,,2017-10-05,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-06,,,,
,2.0,,,,,,,,,,,,,,,,,,2.0,4547597800850,861,,2017-10-06,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-07,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-08,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-09,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-10,,,,
,3.0,,,,,,,,,,,,,,,,,,,4547597800850,861,,2017-10-10,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-11,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-12,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-13,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-14,,,,
,,,,,,,,,,,,,,,,,,,,4547597800850,861,0.0,2017-10-15,,,,
,1.0,,,,,,,,,,,,,,,,,,2.0,4547597800850,861,,2017-10-16,,,,
